Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs,biom above dm [g/m**2],biom below dm [g/m**2],biom tot dm [g/m**2],shoot dens [#/m**2],coverage [%], leaf dens [#/m**2],production above dm [g/m**2/day],production below dm [g/m**2/day],production total dm [g/m**2/day],shoot production dm [g/m**2/day],leaf production dm [g/m**2/day]
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2016,,,,,1.5,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2016,,,,,2.5,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Halophila,2016,,,,,2.4,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2016,,,,,3.9,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Syringodium,2016,,,,,12.4,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,16.1,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,20.5,,,,,,
-6.277,39.176,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,24.8,,,,,,
40.824,24.317,Mediterranean,Coastal,Cymodocea,2017,,,,97.67,,,,,,,
40.843,24.308,Mediterranean,Coastal,Cymodocea,2017,,,,75.83,,,,,,,
40.912,24.571,Mediterranean,Coastal,Cymodocea,2017,,,,54.25,,,,,,,
40.949,24.487,Mediterranean,Coastal,Cymodocea,2017,,,,57.5,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,7539.4,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,12696.45,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,7.19,6.35,13.53,,,7471.53,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,18.88,21,39.88,,,15264.76,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,7.01,7.96,14.96,,,4159.46,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,9.44,15.1,24.54,,,5748.29,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,4.95,3.19,8.14,,,3401.73,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,2.38,0.37,2.75,,,1054.95,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,11.09,16.76,27.85,,,7482.07,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,7.08,6.84,13.92,,,3175.36,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,1.43,0.37,1.8,,,1403.01,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,646.47,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,12.51,26.67,39.17,,,3728.14,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Ruppia,2005,,,,,,9072.34,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,5098,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,7565,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,1973,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,4029,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,2220,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,2384,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,8305,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,4194,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,13569,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,11759,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,9786,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,,,,3207,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,10.8,13.8,24.6,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,2,5.6,7.6,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,5.9,12.2,18.1,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,3.6,4.9,8.5,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,9.5,25.1,34.6,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,5.2,7.9,13.1,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,21,43.8,64.8,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,15.4,35.3,50.7,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,13.1,48.5,61.6,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2005,3.9,6.3,10.2,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,14967,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,7236,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,4687,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,,,,10608,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,19.3,28.7,48,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,16.7,29.7,46.4,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,10.5,24.1,34.6,,,,,,,,
30.374,-88.256,Tropical Atlantic,Estuarine,Halodule,2006,27.5,52.1,79.6,,,,,,,,
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,345.24,398.34,743.6,453.3,,,,,,,1.814
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,237.5,170.25,407.7,344,,,,,,,0.874
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,89.88,789.45,879.3,285.3,,,,,,,0.683
37.658,23.988,Mediterranean,Coastal,Posidonia,2006,110.71,111.77,222.5,296,,,,,,,0.742
37.658,23.988,Mediterranean,Coastal,Posidonia,2007,172.02,145.08,317.1,286.7,,,,,,,0.757
37.658,23.988,Mediterranean,Coastal,Posidonia,2007,273.21,483.18,756.4,318.7,,,,,,,0.971
24.193,-97.753,Tropical Atlantic,Coastal,Halodule,2017,52.93,90.38,143.31,,,,,,,,
24.193,-97.753,Tropical Atlantic,Estuarine,Ruppia,2017,56.99,75.04,132.03,,,,,,,,
24.193,-97.753,Tropical Atlantic,Coastal,Syringodium,2017,51.58,94.89,146.47,,,,,,,,
24.193,-97.753,Tropical Atlantic,Coastal,Thalassia,2017,107.07,132.33,239.4,,,,,,,,
24.193,-97.753,Tropical Atlantic,Coastal,Halophila,2017,10.98,57.9,68.87,,,,,,,,
-26.001,32.901,Tropical Indo Pacific,Coastal,Thalassodendron,1992,310.9,523.7,834.6,,,,,,,,
-26.001,32.901,Tropical Indo Pacific,Coastal,Thalassodendron,1992,137.5,182.1,319.6,,,,,,,,
-26.033,32.881,Tropical Indo Pacific,Coastal,Thalassodendron,1993,646.4,1079.2,1725.6,,,,,,,,
-26.001,32.901,Tropical Indo Pacific,Coastal,Thalassodendron,1993,423,683.7,1106.7,,,,,,,,
-26.033,32.881,Tropical Indo Pacific,Coastal,Thalassodendron,1994,258,277.8,535.8,,,,,,,,
-26.001,32.901,Tropical Indo Pacific,Estuarine,Thalassodendron,1998,258,301,559,4561,,,,,,,0.6
-26.001,32.901,Tropical Indo Pacific,Estuarine,Thalassodendron,1998,124,183,307,888,,,,,,,1.3
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2011,,,,982.39,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,922.28,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,884.5,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,743.67,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,668.1,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,462.01,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,449.99,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,376.14,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,417.36,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,358.97,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,348.66,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,279.97,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,927.44,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,386.45,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,49.83,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,36.09,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,832.98,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,673.26,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,724.78,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,546.17,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,218.14,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,36.09,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,85.9,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,903.39,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,659.52,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,681.84,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,537.58,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,504.95,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,496.36,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,599.41,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,386.45,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,243.9,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,307.44,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,721.34,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,362.4,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,144.29,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,27.5,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,82.46,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,51.55,,,,,,,
28.919,-83.276,Tropical Atlantic,Coastal,Thalassia,2012,,,,61.85,,,,,,,
28.779,-82.798,Tropical Atlantic,Coastal,Thalassia,2013,,,,757,,,,,,,
28.902,-83.015,Tropical Atlantic,Coastal,Thalassia,2013,,,,656,,,,,,,
29.368,-83.275,Tropical Atlantic,Coastal,Thalassia,2013,,,,296,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,350.5,,,407,,,,34,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,69.6,,,223,,,,13,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,,,,,,,,4,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1975,,,,,,,,2,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1976,472.5,,,,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1976,88.4,,,,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,408,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,349,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,379,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,199,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,174,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,133,,,,,,,
42.562,8.78,Mediterranean,Coastal,Posidonia,1977,,,,66,,,,,,,
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,32.26,,,,,,,,,,0.967
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,55.69,,,,,,,,,,1.033
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,26.83,,,,,,,,,,1.486
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,40.75,,,,,,,,,,1.189
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,47.37,,,,,,,,,,0.664
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,62.65,,,,,,,,,,1.078
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1995,38.03,,,,,,,,,,0.867
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,53.85,,,,,,,,,,1.222
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,30.09,,,,,,,,,,0.847
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,20,,,,,,,,,,0.457
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1995,8.89,,,,,,,,,,0.173
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,29.74,,,,,,,,,,
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,41.03,,,,,,,,,,
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,29.4,,,,,,,,,,
44.8135,-67.138167,Temperate North Atlantic,Coastal,Zostera,1995,31.28,,,,,,,,,,
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,28.35,,,,,,,,,,0.197
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,18.51,,,,,,,,,,0.189
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,47.71,,,,,,,,,,0.936
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,53.48,,,,,,,,,,1.486
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,67.57,,,,,,,,,,1.456
44.886,-67.141,Temperate North Atlantic,Coastal,Zostera,1996,77.59,,,,,,,,,,1.419
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,14.36,,,,,,,,,,0.098
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,,,,,,,,,,,0.006
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,20.85,,,,,,,,,,0.757
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,29.57,,,,,,,,,,1.032
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,24.96,,,,,,,,,,0.642
44.822833,-67.155667,Temperate North Atlantic,Coastal,Zostera,1996,35.38,,,,,,,,,,0.881
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2015,48.6,,,,82,,,,,,
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2015,92.1,209.6,301.7,,81,,,,,,
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2015,70.8,,,,73,,,,,,
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2015,,,,193.2,,,,,,,
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2015,,,,236.1,,,,,,,
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2015,,,,194.8,,,,,,,
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2015,49.7,,,165.3,66,,,,,,
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2015,33.4,,,62,18,,,,,,
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2015,46.7,,,185.4,78,,,,,,
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2015,116.8,244.1,360.9,269.3,97,,,,,,
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2015,64.3,168.8,233.1,69.2,44,,,,,,
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2015,128.5,,,248.2,91,,,,,,
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2015,67.2,,,184,77,,,,,,
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2015,63.5,,,78.6,35,,,,,,
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2015,61.9,,,148.6,64,,,,,,
53.148,-9.129,Temperate North Atlantic,Coastal,Zostera,2016,40.2,129.1,169.3,,61,,,,,,
53.261,-9.642,Temperate North Atlantic,Coastal,Zostera,2016,,,,229.9,,,,,,,
53.299,-9.712,Temperate North Atlantic,Coastal,Zostera,2016,53.4,202.04,255.44,206.8,64,,,,,,
53.299,-9.714,Temperate North Atlantic,Coastal,Zostera,2016,21.3,187.8,209.1,64.1,27,,,,,,
53.299,-9.641,Temperate North Atlantic,Coastal,Zostera,2016,38.5,,,188.1,62,,,,,,
29.498,34.913,Mediterranean,Coastal,Halophila,2014,7,9,16,1225,7,2555,,,,,
29.498,34.913,Mediterranean,Coastal,Halophila,2014,33,53,86,3311,77,7200,,,,,
29.498,34.913,Mediterranean,Coastal,Halophila,2014,25,31,56,1391,79,3252,,,,,
29.498,34.913,Mediterranean,Coastal,Halophila,2014,17,34,51,1623,17,2941,,,,,
29.498,34.913,Mediterranean,Coastal,Halophila,2014,32,86,118,3311,81,7819,,,,,
29.498,34.913,Mediterranean,Coastal,Halophila,2014,30,54,84,2219,81,3329,,,,,
29.541,34.974,Mediterranean,Coastal,Halophila,2014,73,60,133,2114,55,5342,,,,,
29.541,34.974,Mediterranean,Coastal,Halophila,2014,44,70,114,1745,68,4103,,,,,
29.541,34.974,Mediterranean,Coastal,Halophila,2014,57,71,128,1644,61,4413,,,,,
29.541,34.974,Mediterranean,Coastal,Halophila,2014,107,115,222,3993,83,8748,,,,,
29.541,34.974,Mediterranean,Coastal,Halophila,2014,61,63,124,2483,76,6116,,,,,
29.541,34.974,Mediterranean,Coastal,Halophila,2014,43,40,83,1711,83,4181,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Cymodocea,2013,110.09,289.08,399.17,974,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Cymodocea,2013,73.39,157.6,231,654.94,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Cymodocea,2013,192.66,312.31,504.97,1095.38,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassodendron,2013,1509.17,711.52,2220.69,1178.9,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassodendron,2013,417.43,652.43,1069.86,700.21,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassodendron,2013,4.59,,1.38,,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Halodule,2013,22.94,199.45,222.38,5245.95,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Halodule,2013,36.7,150.71,187.41,2078.59,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Halodule,2013,64.22,333,397.22,5683.58,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassia,2013,45.87,270.12,315.99,672.97,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassia,2013,32.11,242.09,274.2,702.21,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassia,2013,137.62,376.11,513.72,2028.32,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassia,2013,59.63,451.15,510.78,1099.98,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassia,2013,59.63,398.96,458.59,1603.71,,,,,,,
-6.158,39.192,Tropical Indo Pacific,Coastal,Thalassia,2013,91.74,298.52,390.26,588.25,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2007,,,,447.45,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2011,,,,513.42,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2011,,,,250.31,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2012,,,,160.11,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2012,,,,694.08,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2012,,,,532.06,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2012,,,,488.51,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2014,,,,422.88,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2014,,,,635.31,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2014,,,,430.59,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2014,,,,206.72,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2015,,,,311.83,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2015,,,,225.82,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2015,,,,34.49,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2015,,,,31.86,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2015,,,,12.8,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2016,,,,53.34,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2016,,,,112.28,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2016,,,,105.41,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2016,,,,212.61,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2016,,,,33.81,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2017,,,,138.21,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2017,,,,153.76,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2017,,,,314.25,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2017,,,,110.24,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2017,,,,207.56,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2018,,,,106.39,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2018,,,,358.18,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2018,,,,346.28,,,,,,,
37.262,-75.815,Temperate North Pacific,Coastal,Zostera,2018,,,,205.91,,,,,,,
-24.047,-46.453,Tropical Atlantic,Coastal,Halodule,2017,,,,764.33,,,,,,,
-23.134,-44.152,Tropical Atlantic,Coastal,Halodule,2017,,,3.74,,,,,,,,
-23.107,-44.216,Tropical Atlantic,Coastal,Halodule,2017,,,,1273.89,,,,,,,
-23.008,-43.931,Tropical Atlantic,Coastal,Halodule,2017,,,104.46,,,,,,,,
-22.746,-41.882,Tropical Atlantic,Coastal,Halodule,2017,,,91.78,16645.44,,,,,,,
-26.001,32.901,Tropical Indo Pacific,Estuarine,Cymodocea,1995,34.1,38.6,82,257,,,,,0.62,,
-26.001,32.901,Tropical Indo Pacific,Estuarine,Cymodocea,1995,17.6,27,43.1,148,,,,,0.2,,
-26.033,32.881,Tropical Indo Pacific,Estuarine,Halodule,1995,16,17.1,21.2,662,,,,,0.2,,
-26.001,32.901,Tropical Indo Pacific,Estuarine,Halodule,1995,6.9,18.1,22.9,424,,,,,0.08,,
-26.033,32.881,Tropical Indo Pacific,Estuarine,Zostera,1995,25.7,198.9,219.5,2992,,,,,0.18,,
-26.001,32.901,Tropical Indo Pacific,Estuarine,Zostera,1995,15.7,173.4,190,2540,,,,,0.18,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,113.06,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,242.04,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,253.18,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,95.54,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,97.13,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,108.28,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,132.17,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,101.91,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,108.28,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,106.69,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,106.69,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,186.31,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,74.84,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,127.39,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,101.91,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,90.76,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,178.34,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,124.2,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,93.95,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,253.18,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,170.38,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,92.36,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,275.48,,,,,,,
60.35,19.7166667,Temperate North Atlantic,Estuarine,Zostera,1998,,,,152.87,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,200.64,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,291.4,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,358.28,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,248.41,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,345.54,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,340.76,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,299.36,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,264.33,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,218.15,,,,,,,
60.15,19.5333333,Temperate North Atlantic,Estuarine,Zostera,1998,,,,197.45,,,,,,,
